Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
8         ,15        ,004.mol2                 ,007_lig_6.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,16        ,004.mol2                 ,008.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,17        ,004.mol2                 ,008_lig_7.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,18        ,004.mol2                 ,009.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,19        ,004.mol2                 ,009_lig_14.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,20        ,004.mol2                 ,010.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,21        ,004.mol2                 ,010_lig_8.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,22        ,004.mol2                 ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,23        ,004.mol2                 ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,24        ,004.mol2                 ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,25        ,004.mol2                 ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,26        ,004.mol2                 ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,27        ,004.mol2                 ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,28        ,004.mol2                 ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,29        ,004.mol2                 ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,30        ,004.mol2                 ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
8         ,31        ,004.mol2                 ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,10        ,004_lig_2.mol2           ,005.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,11        ,004_lig_2.mol2           ,005_lig_10.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,12        ,004_lig_2.mol2           ,006.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,13        ,004_lig_2.mol2           ,006_lig_9.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,14        ,004_lig_2.mol2           ,007.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,15        ,004_lig_2.mol2           ,007_lig_6.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,16        ,004_lig_2.mol2           ,008.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,17        ,004_lig_2.mol2           ,008_lig_7.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,18        ,004_lig_2.mol2           ,009.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,19        ,004_lig_2.mol2           ,009_lig_14.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,20        ,004_lig_2.mol2           ,010.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,21        ,004_lig_2.mol2           ,010_lig_8.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,22        ,004_lig_2.mol2           ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,23        ,004_lig_2.mol2           ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,24        ,004_lig_2.mol2           ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,25        ,004_lig_2.mol2           ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,26        ,004_lig_2.mol2           ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,27        ,004_lig_2.mol2           ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,28        ,004_lig_2.mol2           ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,29        ,004_lig_2.mol2           ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,30        ,004_lig_2.mol2           ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
9         ,31        ,004_lig_2.mol2           ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,11        ,005.mol2                 ,005_lig_10.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,12        ,005.mol2                 ,006.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,13        ,005.mol2                 ,006_lig_9.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,14        ,005.mol2                 ,007.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,15        ,005.mol2                 ,007_lig_6.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,16        ,005.mol2                 ,008.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,17        ,005.mol2                 ,008_lig_7.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,18        ,005.mol2                 ,009.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,19        ,005.mol2                 ,009_lig_14.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,20        ,005.mol2                 ,010.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,21        ,005.mol2                 ,010_lig_8.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,22        ,005.mol2                 ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,23        ,005.mol2                 ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,24        ,005.mol2                 ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,25        ,005.mol2                 ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,26        ,005.mol2                 ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,27        ,005.mol2                 ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,28        ,005.mol2                 ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,29        ,005.mol2                 ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,30        ,005.mol2                 ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
10        ,31        ,005.mol2                 ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,12        ,005_lig_10.mol2          ,006.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,13        ,005_lig_10.mol2          ,006_lig_9.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,14        ,005_lig_10.mol2          ,007.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,15        ,005_lig_10.mol2          ,007_lig_6.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,16        ,005_lig_10.mol2          ,008.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,17        ,005_lig_10.mol2          ,008_lig_7.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,18        ,005_lig_10.mol2          ,009.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,19        ,005_lig_10.mol2          ,009_lig_14.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,20        ,005_lig_10.mol2          ,010.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,21        ,005_lig_10.mol2          ,010_lig_8.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,22        ,005_lig_10.mol2          ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,23        ,005_lig_10.mol2          ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,24        ,005_lig_10.mol2          ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,25        ,005_lig_10.mol2          ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,26        ,005_lig_10.mol2          ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,27        ,005_lig_10.mol2          ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,28        ,005_lig_10.mol2          ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,29        ,005_lig_10.mol2          ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,30        ,005_lig_10.mol2          ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
11        ,31        ,005_lig_10.mol2          ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,13        ,006.mol2                 ,006_lig_9.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,14        ,006.mol2                 ,007.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,15        ,006.mol2                 ,007_lig_6.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,16        ,006.mol2                 ,008.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,17        ,006.mol2                 ,008_lig_7.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,18        ,006.mol2                 ,009.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,19        ,006.mol2                 ,009_lig_14.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,20        ,006.mol2                 ,010.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,21        ,006.mol2                 ,010_lig_8.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,22        ,006.mol2                 ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,23        ,006.mol2                 ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,24        ,006.mol2                 ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,25        ,006.mol2                 ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,26        ,006.mol2                 ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,27        ,006.mol2                 ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,28        ,006.mol2                 ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,29        ,006.mol2                 ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,30        ,006.mol2                 ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
12        ,31        ,006.mol2                 ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,14        ,006_lig_9.mol2           ,007.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,15        ,006_lig_9.mol2           ,007_lig_6.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,16        ,006_lig_9.mol2           ,008.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,17        ,006_lig_9.mol2           ,008_lig_7.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,18        ,006_lig_9.mol2           ,009.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,19        ,006_lig_9.mol2           ,009_lig_14.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,20        ,006_lig_9.mol2           ,010.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,21        ,006_lig_9.mol2           ,010_lig_8.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,22        ,006_lig_9.mol2           ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,23        ,006_lig_9.mol2           ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,24        ,006_lig_9.mol2           ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,25        ,006_lig_9.mol2           ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,26        ,006_lig_9.mol2           ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,27        ,006_lig_9.mol2           ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,28        ,006_lig_9.mol2           ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,29        ,006_lig_9.mol2           ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,30        ,006_lig_9.mol2           ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
13        ,31        ,006_lig_9.mol2           ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,15        ,007.mol2                 ,007_lig_6.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,16        ,007.mol2                 ,008.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,17        ,007.mol2                 ,008_lig_7.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,18        ,007.mol2                 ,009.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,19        ,007.mol2                 ,009_lig_14.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,20        ,007.mol2                 ,010.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,21        ,007.mol2                 ,010_lig_8.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,22        ,007.mol2                 ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,23        ,007.mol2                 ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,24        ,007.mol2                 ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,25        ,007.mol2                 ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,26        ,007.mol2                 ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,27        ,007.mol2                 ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,28        ,007.mol2                 ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,29        ,007.mol2                 ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,30        ,007.mol2                 ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
14        ,31        ,007.mol2                 ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,16        ,007_lig_6.mol2           ,008.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,17        ,007_lig_6.mol2           ,008_lig_7.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,18        ,007_lig_6.mol2           ,009.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,19        ,007_lig_6.mol2           ,009_lig_14.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,20        ,007_lig_6.mol2           ,010.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,21        ,007_lig_6.mol2           ,010_lig_8.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,22        ,007_lig_6.mol2           ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,23        ,007_lig_6.mol2           ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,24        ,007_lig_6.mol2           ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,25        ,007_lig_6.mol2           ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,26        ,007_lig_6.mol2           ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,27        ,007_lig_6.mol2           ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,28        ,007_lig_6.mol2           ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,29        ,007_lig_6.mol2           ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,30        ,007_lig_6.mol2           ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
15        ,31        ,007_lig_6.mol2           ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,17        ,008.mol2                 ,008_lig_7.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,18        ,008.mol2                 ,009.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,19        ,008.mol2                 ,009_lig_14.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,20        ,008.mol2                 ,010.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,21        ,008.mol2                 ,010_lig_8.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,22        ,008.mol2                 ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,23        ,008.mol2                 ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,24        ,008.mol2                 ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,25        ,008.mol2                 ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,26        ,008.mol2                 ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,27        ,008.mol2                 ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,28        ,008.mol2                 ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,29        ,008.mol2                 ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,30        ,008.mol2                 ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
16        ,31        ,008.mol2                 ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,18        ,008_lig_7.mol2           ,009.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,19        ,008_lig_7.mol2           ,009_lig_14.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,20        ,008_lig_7.mol2           ,010.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,21        ,008_lig_7.mol2           ,010_lig_8.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,22        ,008_lig_7.mol2           ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,23        ,008_lig_7.mol2           ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,24        ,008_lig_7.mol2           ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,25        ,008_lig_7.mol2           ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,26        ,008_lig_7.mol2           ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,27        ,008_lig_7.mol2           ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,28        ,008_lig_7.mol2           ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,29        ,008_lig_7.mol2           ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,30        ,008_lig_7.mol2           ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
17        ,31        ,008_lig_7.mol2           ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
18        ,19        ,009.mol2                 ,009_lig_14.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
18        ,20        ,009.mol2                 ,010.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
18        ,21        ,009.mol2                 ,010_lig_8.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
18        ,22        ,009.mol2                 ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
18        ,23        ,009.mol2                 ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
18        ,24        ,009.mol2                 ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
18        ,25        ,009.mol2                 ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
18        ,26        ,009.mol2                 ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
18        ,27        ,009.mol2                 ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
18        ,28        ,009.mol2                 ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
18        ,29        ,009.mol2                 ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
18        ,30        ,009.mol2                 ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
18        ,31        ,009.mol2                 ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
19        ,20        ,009_lig_14.mol2          ,010.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
19        ,21        ,009_lig_14.mol2          ,010_lig_8.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
19        ,22        ,009_lig_14.mol2          ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
19        ,23        ,009_lig_14.mol2          ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
19        ,24        ,009_lig_14.mol2          ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
19        ,25        ,009_lig_14.mol2          ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
19        ,26        ,009_lig_14.mol2          ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
19        ,27        ,009_lig_14.mol2          ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
19        ,28        ,009_lig_14.mol2          ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
19        ,29        ,009_lig_14.mol2          ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
19        ,30        ,009_lig_14.mol2          ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
19        ,31        ,009_lig_14.mol2          ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
20        ,21        ,010.mol2                 ,010_lig_8.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
20        ,22        ,010.mol2                 ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
20        ,23        ,010.mol2                 ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
20        ,24        ,010.mol2                 ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
20        ,25        ,010.mol2                 ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
20        ,26        ,010.mol2                 ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
20        ,27        ,010.mol2                 ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
20        ,28        ,010.mol2                 ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
20        ,29        ,010.mol2                 ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
20        ,30        ,010.mol2                 ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
20        ,31        ,010.mol2                 ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
21        ,22        ,010_lig_8.mol2           ,011.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
21        ,23        ,010_lig_8.mol2           ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
21        ,24        ,010_lig_8.mol2           ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
21        ,25        ,010_lig_8.mol2           ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
21        ,26        ,010_lig_8.mol2           ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
21        ,27        ,010_lig_8.mol2           ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
21        ,28        ,010_lig_8.mol2           ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
21        ,29        ,010_lig_8.mol2           ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
21        ,30        ,010_lig_8.mol2           ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
21        ,31        ,010_lig_8.mol2           ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
22        ,23        ,011.mol2                 ,011_lig_1.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
22        ,24        ,011.mol2                 ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
22        ,25        ,011.mol2                 ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
